EXECUCAO;CUSTO;TEMPO;
1;	5.0;	677ms
2;	4.0;	342ms
3;	4.0;	258ms
4;	4.0;	260ms
5;	4.0;	388ms
6;	4.0;	365ms
7;	4.0;	240ms
8;	5.0;	353ms
9;	4.0;	402ms
10;	5.0;	323ms
11;	4.0;	412ms
12;	4.0;	312ms
13;	4.0;	235ms
14;	4.0;	268ms
15;	4.0;	289ms
16;	4.0;	279ms
17;	4.0;	230ms
18;	4.0;	244ms
19;	4.0;	232ms
20;	4.0;	292ms
21;	4.0;	233ms
22;	4.0;	252ms
23;	4.0;	227ms
24;	4.0;	261ms
25;	4.0;	283ms
26;	4.0;	243ms
27;	4.0;	211ms
28;	4.0;	239ms
29;	4.0;	232ms
30;	4.0;	254ms
